ts,scope,name,cpu_percent,cpu_cores,mem_used_bytes,mem_limit_bytes,mem_percent,pids,host_mem_total_bytes,host_mem_available_bytes,host_swap_total_bytes,host_swap_free_bytes,disk_free_bytes
1783701085.17532,docker,osemosys-db-1,2.79,0.0279,148373504,16739635036,0.89,7,,,,,156366446592
1783701085.17532,docker,osemosys-redis-1,0.31,0.0031,12499025,16739635036,0.07,6,,,,,156366446592
1783701087.195482,docker,osemosys-api-1,101.94,1.0194,344562073,16739635036,2.06,14,,,,,156366368768
1783701087.195482,docker,osemosys-simulation-worker-1,0.03,0.0003,105591603,16739635036,0.63,2,,,,,156366368768
1783701087.195482,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156366368768
1783701087.195482,docker,osemosys-redis-1,0.28,0.0028000000000000004,12635340,16739635036,0.08,6,,,,,156366368768
1783701089.2467635,docker,osemosys-api-1,100.4,1.004,344562073,16739635036,2.06,14,,,,,156366237696
1783701089.2467635,docker,osemosys-simulation-worker-1,0.03,0.0003,105486745,16739635036,0.63,2,,,,,156366237696
1783701089.2467635,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156366237696
1783701089.2467635,docker,osemosys-redis-1,0.28,0.0028000000000000004,12656312,16739635036,0.08,6,,,,,156366237696
1783701091.2903018,docker,osemosys-api-1,100.12,1.0012,344876646,16739635036,2.06,14,,,,,156366200832
1783701091.2903018,docker,osemosys-simulation-worker-1,0.05,0.0005,105277030,16739635036,0.63,2,,,,,156366200832
1783701091.2903018,docker,osemosys-db-1,0.0,0.0,148478361,16739635036,0.89,7,,,,,156366200832
1783701091.2903018,docker,osemosys-redis-1,2.69,0.0269,12708741,16739635036,0.08,6,,,,,156366200832
1783701093.3151352,docker,osemosys-api-1,100.16,1.0016,344876646,16739635036,2.06,14,,,,,156366069760
1783701093.3151352,docker,osemosys-simulation-worker-1,0.03,0.0003,105277030,16739635036,0.63,2,,,,,156366069760
1783701093.3151352,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156366069760
1783701093.3151352,docker,osemosys-redis-1,0.28,0.0028000000000000004,12624855,16739635036,0.08,6,,,,,156366069760
1783701095.3654392,docker,osemosys-api-1,99.26,0.9926,345086361,16739635036,2.06,14,,,,,156364996608
1783701095.3654392,docker,osemosys-simulation-worker-1,0.05,0.0005,105277030,16739635036,0.63,2,,,,,156364996608
1783701095.3654392,docker,osemosys-db-1,2.83,0.028300000000000002,148688076,16739635036,0.89,7,,,,,156364996608
1783701095.3654392,docker,osemosys-redis-1,0.27,0.0027,12488540,16739635036,0.07,6,,,,,156364996608
1783701097.3463762,docker,osemosys-api-1,98.87,0.9887,345610649,16739635036,2.07,14,,,,,156366315520
1783701097.3463762,docker,osemosys-simulation-worker-1,0.15,0.0015,105277030,16739635036,0.63,2,,,,,156366315520
1783701097.3463762,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156366315520
1783701097.3463762,docker,osemosys-redis-1,0.27,0.0027,12488540,16739635036,0.07,6,,,,,156366315520
1783701099.342562,docker,osemosys-api-1,106.24,1.0624,347183513,16739635036,2.07,14,,,,,156361830400
1783701099.342562,docker,osemosys-simulation-worker-1,0.16,0.0016,105381888,16739635036,0.63,2,,,,,156361830400
1783701099.342562,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156361830400
1783701099.342562,docker,osemosys-redis-1,0.29,0.0029,12488540,16739635036,0.07,6,,,,,156361830400
1783701101.3413997,docker,osemosys-api-1,98.65,0.9865,360605286,16739635036,2.15,14,,,,,156361703424
1783701101.3413997,docker,osemosys-simulation-worker-1,0.15,0.0015,105277030,16739635036,0.63,2,,,,,156361703424
1783701101.3413997,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156361703424
1783701101.3413997,docker,osemosys-redis-1,3.15,0.0315,12499025,16739635036,0.07,6,,,,,156361703424
1783701103.3314233,docker,osemosys-api-1,98.23,0.9823000000000001,335544320,16739635036,2.01,14,,,,,156361633792
1783701103.3314233,docker,osemosys-simulation-worker-1,0.12,0.0012,105277030,16739635036,0.63,2,,,,,156361633792
1783701103.3314233,docker,osemosys-db-1,0.0,0.0,148373504,16739635036,0.89,7,,,,,156361633792
1783701103.3314233,docker,osemosys-redis-1,0.32,0.0032,12624855,16739635036,0.08,6,,,,,156361633792
1783701105.3613198,docker,osemosys-api-1,98.05,0.9804999999999999,357878988,16739635036,2.14,14,,,,,156361498624
1783701105.3613198,docker,osemosys-simulation-worker-1,0.15,0.0015,105277030,16739635036,0.63,2,,,,,156361498624
1783701105.3613198,docker,osemosys-db-1,2.85,0.0285,148792934,16739635036,0.89,7,,,,,156361498624
1783701105.3613198,docker,osemosys-redis-1,0.28,0.0028000000000000004,12499025,16739635036,0.07,6,,,,,156361498624
