Technology,Year,Factor_Type,Job_Type,Unit,Value_Numeric,Value,Source,Default_Source,Default_Source_Note,lifetime_years,lifetime_source_year,construction_time_years,construction_time_source_year,construction_time_source,technology_sheet,assumption_mapping_type,assumption_notes,Method_Applied,Mapped_Rutovitz_Tech,Rutovitz_2030_Factor,Mapped_Catalogue_Tech,Learning_Rate,Projection_Input,Base_Year,Projected_Year,Projected_Value,Interpolation_Method
Battery storage (distributed),2024,Construction,Direct,job-yr/MW,4.44,4.44,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Original,,,,,,2024,2024,4.44,Known datapoint
Battery storage (distributed),2024,Construction&Manufacturing,Direct,job-yr/MW,4.75,4.75,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Derived Construction&Manufacturing,,,,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2024,4.75,Known datapoint
Battery storage (distributed),2024,Manufacturing,Direct,job-yr/MW,0.31,0.31,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Original,,,,,,2024,2024,0.31,Known datapoint
Battery storage (distributed),2024,O&M,Direct,job/MW,0.23,0.23,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Original,,,,,,2024,2024,0.23,Known datapoint
Battery storage (distributed),2025,Construction,Direct,job-yr/MW,4.14713825833,4.14713825833,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2025,4.14713825833,Linear interpolation between known datapoints
Battery storage (distributed),2025,Construction&Manufacturing,Direct,job-yr/MW,4.43669070429,4.43669070429,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2025,4.43669070429,Linear interpolation between known datapoints
Battery storage (distributed),2025,Manufacturing,Direct,job-yr/MW,0.289552445964,0.289552445964,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2025,0.289552445964,Linear interpolation between known datapoints
Battery storage (distributed),2025,O&M,Direct,job/MW,0.219342365422,0.219342365422,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2025,0.219342365422,Linear interpolation between known datapoints
Battery storage (distributed),2026,Construction,Direct,job-yr/MW,3.85427651665,3.85427651665,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2026,3.85427651665,Linear interpolation between known datapoints
Battery storage (distributed),2026,Construction&Manufacturing,Direct,job-yr/MW,4.12338140858,4.12338140858,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2026,4.12338140858,Linear interpolation between known datapoints
Battery storage (distributed),2026,Manufacturing,Direct,job-yr/MW,0.269104891928,0.269104891928,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2026,0.269104891928,Linear interpolation between known datapoints
Battery storage (distributed),2026,O&M,Direct,job/MW,0.208684730843,0.208684730843,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2026,0.208684730843,Linear interpolation between known datapoints
Battery storage (distributed),2027,Construction,Direct,job-yr/MW,3.56141477498,3.56141477498,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2027,3.56141477498,Linear interpolation between known datapoints
Battery storage (distributed),2027,Construction&Manufacturing,Direct,job-yr/MW,3.81007211287,3.81007211287,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2027,3.81007211287,Linear interpolation between known datapoints
Battery storage (distributed),2027,Manufacturing,Direct,job-yr/MW,0.248657337893,0.248657337893,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2027,0.248657337893,Linear interpolation between known datapoints
Battery storage (distributed),2027,O&M,Direct,job/MW,0.198027096265,0.198027096265,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2027,0.198027096265,Linear interpolation between known datapoints
Battery storage (distributed),2028,Construction,Direct,job-yr/MW,3.2685530333,3.2685530333,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2028,3.2685530333,Linear interpolation between known datapoints
Battery storage (distributed),2028,Construction&Manufacturing,Direct,job-yr/MW,3.49676281716,3.49676281716,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2028,3.49676281716,Linear interpolation between known datapoints
Battery storage (distributed),2028,Manufacturing,Direct,job-yr/MW,0.228209783857,0.228209783857,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2028,0.228209783857,Linear interpolation between known datapoints
Battery storage (distributed),2028,O&M,Direct,job/MW,0.187369461686,0.187369461686,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2028,0.187369461686,Linear interpolation between known datapoints
Battery storage (distributed),2029,Construction,Direct,job-yr/MW,2.97569129163,2.97569129163,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2029,2.97569129163,Linear interpolation between known datapoints
Battery storage (distributed),2029,Construction&Manufacturing,Direct,job-yr/MW,3.18345352145,3.18345352145,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2029,3.18345352145,Linear interpolation between known datapoints
Battery storage (distributed),2029,Manufacturing,Direct,job-yr/MW,0.207762229821,0.207762229821,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2029,0.207762229821,Linear interpolation between known datapoints
Battery storage (distributed),2029,O&M,Direct,job/MW,0.176711827108,0.176711827108,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2029,0.176711827108,Linear interpolation between known datapoints
Battery storage (distributed),2030,Construction,Direct,job-yr/MW,2.68282954996,2.68282954996,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2030/2024=0.6042408896299716,2024,2030,2.68282954996,Known datapoint
Battery storage (distributed),2030,Construction&Manufacturing,Direct,job-yr/MW,2.87014422574,2.87014422574,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Derived Construction&Manufacturing,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2030,2.87014422574,Known datapoint
Battery storage (distributed),2030,Manufacturing,Direct,job-yr/MW,0.187314675785,0.187314675785,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,CAPEX 2030/2024=0.6042408896299716,2024,2030,0.187314675785,Known datapoint
Battery storage (distributed),2030,O&M,Direct,job/MW,0.16605419253,0.16605419253,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,CAPEX/OPEX ratio projection,,,Small-scale Lithium-ion,,OPEX 2030/2024=0.7219747501285814,2024,2030,0.16605419253,Known datapoint
Battery storage (distributed),2031,Construction,Direct,job-yr/MW,2.64458860045,2.64458860045,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2031,2.64458860045,Linear interpolation between known datapoints
Battery storage (distributed),2031,Construction&Manufacturing,Direct,job-yr/MW,2.82923330003,2.82923330003,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2031,2.82923330003,Linear interpolation between known datapoints
Battery storage (distributed),2031,Manufacturing,Direct,job-yr/MW,0.184644699581,0.184644699581,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2031,0.184644699581,Linear interpolation between known datapoints
Battery storage (distributed),2031,O&M,Direct,job/MW,0.164401544656,0.164401544656,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2031,0.164401544656,Linear interpolation between known datapoints
Battery storage (distributed),2032,Construction,Direct,job-yr/MW,2.60634765094,2.60634765094,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2032,2.60634765094,Linear interpolation between known datapoints
Battery storage (distributed),2032,Construction&Manufacturing,Direct,job-yr/MW,2.78832237432,2.78832237432,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2032,2.78832237432,Linear interpolation between known datapoints
Battery storage (distributed),2032,Manufacturing,Direct,job-yr/MW,0.181974723377,0.181974723377,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2032,0.181974723377,Linear interpolation between known datapoints
Battery storage (distributed),2032,O&M,Direct,job/MW,0.162748896782,0.162748896782,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2032,0.162748896782,Linear interpolation between known datapoints
Battery storage (distributed),2033,Construction,Direct,job-yr/MW,2.56810670144,2.56810670144,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2033,2.56810670144,Linear interpolation between known datapoints
Battery storage (distributed),2033,Construction&Manufacturing,Direct,job-yr/MW,2.74741144861,2.74741144861,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2033,2.74741144861,Linear interpolation between known datapoints
Battery storage (distributed),2033,Manufacturing,Direct,job-yr/MW,0.179304747172,0.179304747172,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2033,0.179304747172,Linear interpolation between known datapoints
Battery storage (distributed),2033,O&M,Direct,job/MW,0.161096248908,0.161096248908,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2033,0.161096248908,Linear interpolation between known datapoints
Battery storage (distributed),2034,Construction,Direct,job-yr/MW,2.52986575193,2.52986575193,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2034,2.52986575193,Linear interpolation between known datapoints
Battery storage (distributed),2034,Construction&Manufacturing,Direct,job-yr/MW,2.7065005229,2.7065005229,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2034,2.7065005229,Linear interpolation between known datapoints
Battery storage (distributed),2034,Manufacturing,Direct,job-yr/MW,0.176634770968,0.176634770968,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2034,0.176634770968,Linear interpolation between known datapoints
Battery storage (distributed),2034,O&M,Direct,job/MW,0.159443601035,0.159443601035,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2034,0.159443601035,Linear interpolation between known datapoints
Battery storage (distributed),2035,Construction,Direct,job-yr/MW,2.49162480242,2.49162480242,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2035,2.49162480242,Linear interpolation between known datapoints
Battery storage (distributed),2035,Construction&Manufacturing,Direct,job-yr/MW,2.66558959719,2.66558959719,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2035,2.66558959719,Linear interpolation between known datapoints
Battery storage (distributed),2035,Manufacturing,Direct,job-yr/MW,0.173964794764,0.173964794764,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2035,0.173964794764,Linear interpolation between known datapoints
Battery storage (distributed),2035,O&M,Direct,job/MW,0.157790953161,0.157790953161,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2035,0.157790953161,Linear interpolation between known datapoints
Battery storage (distributed),2036,Construction,Direct,job-yr/MW,2.45338385292,2.45338385292,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2036,2.45338385292,Linear interpolation between known datapoints
Battery storage (distributed),2036,Construction&Manufacturing,Direct,job-yr/MW,2.62467867148,2.62467867148,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2036,2.62467867148,Linear interpolation between known datapoints
Battery storage (distributed),2036,Manufacturing,Direct,job-yr/MW,0.17129481856,0.17129481856,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2036,0.17129481856,Linear interpolation between known datapoints
Battery storage (distributed),2036,O&M,Direct,job/MW,0.156138305287,0.156138305287,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2036,0.156138305287,Linear interpolation between known datapoints
Battery storage (distributed),2037,Construction,Direct,job-yr/MW,2.41514290341,2.41514290341,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2037,2.41514290341,Linear interpolation between known datapoints
Battery storage (distributed),2037,Construction&Manufacturing,Direct,job-yr/MW,2.58376774577,2.58376774577,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2037,2.58376774577,Linear interpolation between known datapoints
Battery storage (distributed),2037,Manufacturing,Direct,job-yr/MW,0.168624842355,0.168624842355,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2037,0.168624842355,Linear interpolation between known datapoints
Battery storage (distributed),2037,O&M,Direct,job/MW,0.154485657414,0.154485657414,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2037,0.154485657414,Linear interpolation between known datapoints
Battery storage (distributed),2038,Construction,Direct,job-yr/MW,2.37690195391,2.37690195391,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2038,2.37690195391,Linear interpolation between known datapoints
Battery storage (distributed),2038,Construction&Manufacturing,Direct,job-yr/MW,2.54285682006,2.54285682006,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2038,2.54285682006,Linear interpolation between known datapoints
Battery storage (distributed),2038,Manufacturing,Direct,job-yr/MW,0.165954866151,0.165954866151,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2038,0.165954866151,Linear interpolation between known datapoints
Battery storage (distributed),2038,O&M,Direct,job/MW,0.15283300954,0.15283300954,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2038,0.15283300954,Linear interpolation between known datapoints
Battery storage (distributed),2039,Construction,Direct,job-yr/MW,2.3386610044,2.3386610044,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2039,2.3386610044,Linear interpolation between known datapoints
Battery storage (distributed),2039,Construction&Manufacturing,Direct,job-yr/MW,2.50194589435,2.50194589435,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2039,2.50194589435,Linear interpolation between known datapoints
Battery storage (distributed),2039,Manufacturing,Direct,job-yr/MW,0.163284889947,0.163284889947,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2039,0.163284889947,Linear interpolation between known datapoints
Battery storage (distributed),2039,O&M,Direct,job/MW,0.151180361666,0.151180361666,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2039,0.151180361666,Linear interpolation between known datapoints
Battery storage (distributed),2040,Construction,Direct,job-yr/MW,2.30042005489,2.30042005489,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2040,2.30042005489,Linear interpolation between known datapoints
Battery storage (distributed),2040,Construction&Manufacturing,Direct,job-yr/MW,2.46103496863,2.46103496863,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2040,2.46103496863,Linear interpolation between known datapoints
Battery storage (distributed),2040,Manufacturing,Direct,job-yr/MW,0.160614913742,0.160614913742,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2040,0.160614913742,Linear interpolation between known datapoints
Battery storage (distributed),2040,O&M,Direct,job/MW,0.149527713792,0.149527713792,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2040,0.149527713792,Linear interpolation between known datapoints
Battery storage (distributed),2041,Construction,Direct,job-yr/MW,2.26217910539,2.26217910539,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2041,2.26217910539,Linear interpolation between known datapoints
Battery storage (distributed),2041,Construction&Manufacturing,Direct,job-yr/MW,2.42012404292,2.42012404292,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2041,2.42012404292,Linear interpolation between known datapoints
Battery storage (distributed),2041,Manufacturing,Direct,job-yr/MW,0.157944937538,0.157944937538,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,CAPEX 2050/2030=0.7149207670900813,2030,2041,0.157944937538,Linear interpolation between known datapoints
Battery storage (distributed),2041,O&M,Direct,job/MW,0.147875065919,0.147875065919,Rutovitz 2025,Rutovitz 2025,,15.0,2024.0,0.2,2024.0,Colombian Technology Catalogue,14.b. Small-scale Lithium-ion,direct,,Linear interpolation,,,Small-scale Lithium-ion,,OPEX 2050/2030=0.8009507801593531,2030,2041,0.147875065919,Linear interpolation between known datapoints
