Technology,Year,Factor_Type,Job_Type,Unit,Value_Numeric,Value,Source,Default_Source,Default_Source_Note,lifetime_years,lifetime_source_year,construction_time_years,construction_time_source_year,construction_time_source,technology_sheet,assumption_mapping_type,assumption_notes,Method_Applied,Mapped_Rutovitz_Tech,Rutovitz_2030_Factor,Mapped_Catalogue_Tech,Learning_Rate,Projection_Input,Base_Year,Projected_Year,Projected_Value,Interpolation_Method
Geothermal,2045,O&M,Indirect,job/MW,0.0088780623608,0.0088780623608,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2045,0.0088780623608,Linear interpolation between known datapoints
Geothermal,2045,O&M,Induced,job/MW,0.0257463808463,0.0257463808463,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2045,0.0257463808463,Linear interpolation between known datapoints
Geothermal,2046,Construction&Manufacturing,Direct,job-yr/MW,4.4963983983,4.4963983983,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2046,4.4963983983,Linear interpolation between known datapoints
Geothermal,2046,Construction&Manufacturing,Indirect,job-yr/MW,3.00525939733,3.00525939733,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2046,3.00525939733,Linear interpolation between known datapoints
Geothermal,2046,Construction&Manufacturing,Induced,job-yr/MW,4.86144902509,4.86144902509,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2046,4.86144902509,Linear interpolation between known datapoints
Geothermal,2046,O&M,Direct,job/MW,0.00707349665924,0.00707349665924,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2046,0.00707349665924,Linear interpolation between known datapoints
Geothermal,2046,O&M,Indirect,job/MW,0.00884187082405,0.00884187082405,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2046,0.00884187082405,Linear interpolation between known datapoints
Geothermal,2046,O&M,Induced,job/MW,0.0256414253898,0.0256414253898,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2046,0.0256414253898,Linear interpolation between known datapoints
Geothermal,2047,Construction&Manufacturing,Direct,job-yr/MW,4.47793167361,4.47793167361,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2047,4.47793167361,Linear interpolation between known datapoints
Geothermal,2047,Construction&Manufacturing,Indirect,job-yr/MW,2.99291678598,2.99291678598,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2047,2.99291678598,Linear interpolation between known datapoints
Geothermal,2047,Construction&Manufacturing,Induced,job-yr/MW,4.84148303614,4.84148303614,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2047,4.84148303614,Linear interpolation between known datapoints
Geothermal,2047,O&M,Direct,job/MW,0.00704454342984,0.00704454342984,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2047,0.00704454342984,Linear interpolation between known datapoints
Geothermal,2047,O&M,Indirect,job/MW,0.00880567928731,0.00880567928731,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2047,0.00880567928731,Linear interpolation between known datapoints
Geothermal,2047,O&M,Induced,job/MW,0.0255364699332,0.0255364699332,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2047,0.0255364699332,Linear interpolation between known datapoints
Geothermal,2048,Construction&Manufacturing,Direct,job-yr/MW,4.45946494892,4.45946494892,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2048,4.45946494892,Linear interpolation between known datapoints
Geothermal,2048,Construction&Manufacturing,Indirect,job-yr/MW,2.98057417462,2.98057417462,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2048,2.98057417462,Linear interpolation between known datapoints
Geothermal,2048,Construction&Manufacturing,Induced,job-yr/MW,4.82151704719,4.82151704719,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2048,4.82151704719,Linear interpolation between known datapoints
Geothermal,2048,O&M,Direct,job/MW,0.00701559020045,0.00701559020045,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2048,0.00701559020045,Linear interpolation between known datapoints
Geothermal,2048,O&M,Indirect,job/MW,0.00876948775056,0.00876948775056,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2048,0.00876948775056,Linear interpolation between known datapoints
Geothermal,2048,O&M,Induced,job/MW,0.0254315144766,0.0254315144766,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2048,0.0254315144766,Linear interpolation between known datapoints
Geothermal,2049,Construction&Manufacturing,Direct,job-yr/MW,4.44099822423,4.44099822423,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2049,4.44099822423,Linear interpolation between known datapoints
Geothermal,2049,Construction&Manufacturing,Indirect,job-yr/MW,2.96823156327,2.96823156327,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2049,2.96823156327,Linear interpolation between known datapoints
Geothermal,2049,Construction&Manufacturing,Induced,job-yr/MW,4.80155105824,4.80155105824,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2049,4.80155105824,Linear interpolation between known datapoints
Geothermal,2049,O&M,Direct,job/MW,0.00698663697105,0.00698663697105,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2049,0.00698663697105,Linear interpolation between known datapoints
Geothermal,2049,O&M,Indirect,job/MW,0.00873329621381,0.00873329621381,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2049,0.00873329621381,Linear interpolation between known datapoints
Geothermal,2049,O&M,Induced,job/MW,0.02532655902,0.02532655902,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2049,0.02532655902,Linear interpolation between known datapoints
Geothermal,2050,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2050,4.42253149954,Known datapoint
Geothermal,2050,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2050,2.95588895192,Known datapoint
Geothermal,2050,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2050,4.78158506928,Known datapoint
Geothermal,2050,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2050,0.00695768374165,Known datapoint
Geothermal,2050,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2050,0.00869710467706,Known datapoint
Geothermal,2050,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,CAPEX/OPEX ratio projection,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2050,0.0252216035635,Known datapoint
Geothermal,2051,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2051,4.42253149954,Linear interpolation to 2050; held constant after 2050
Geothermal,2051,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2051,2.95588895192,Linear interpolation to 2050; held constant after 2050
Geothermal,2051,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2051,4.78158506928,Linear interpolation to 2050; held constant after 2050
Geothermal,2051,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2051,0.00695768374165,Linear interpolation to 2050; held constant after 2050
Geothermal,2051,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2051,0.00869710467706,Linear interpolation to 2050; held constant after 2050
Geothermal,2051,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2051,0.0252216035635,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2052,4.42253149954,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2052,2.95588895192,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2052,4.78158506928,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2052,0.00695768374165,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2052,0.00869710467706,Linear interpolation to 2050; held constant after 2050
Geothermal,2052,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2052,0.0252216035635,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2053,4.42253149954,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2053,2.95588895192,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2053,4.78158506928,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2053,0.00695768374165,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2053,0.00869710467706,Linear interpolation to 2050; held constant after 2050
Geothermal,2053,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2053,0.0252216035635,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2054,4.42253149954,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2054,2.95588895192,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2054,4.78158506928,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2054,0.00695768374165,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2054,0.00869710467706,Linear interpolation to 2050; held constant after 2050
Geothermal,2054,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2054,0.0252216035635,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,Construction&Manufacturing,Direct,job-yr/MW,4.42253149954,4.42253149954,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2055,4.42253149954,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,Construction&Manufacturing,Indirect,job-yr/MW,2.95588895192,2.95588895192,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2055,2.95588895192,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,Construction&Manufacturing,Induced,job-yr/MW,4.78158506928,4.78158506928,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,CAPEX 2050/2030=0.9229247031680952,2030,2055,4.78158506928,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,O&M,Direct,job/MW,0.00695768374165,0.00695768374165,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2055,0.00695768374165,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,O&M,Indirect,job/MW,0.00869710467706,0.00869710467706,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2055,0.00869710467706,Linear interpolation to 2050; held constant after 2050
Geothermal,2055,O&M,Induced,job/MW,0.0252216035635,0.0252216035635,I-JEDI,I-JEDI,,30.0,2024.0,2.0,2024.0,Colombian Technology Catalogue,6.a. Geothermal large,direct,,Linear interpolation,,,Geothermal large,,OPEX 2050/2030=0.9231678486997636,2030,2055,0.0252216035635,Linear interpolation to 2050; held constant after 2050
Hydro (large),2024,Construction,Direct,job-yr/MW,7.7108,7.7108,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2024,7.7108,Linear interpolation between known datapoints
Hydro (large),2024,Construction&Manufacturing,Direct,job-yr/MW,11.3578,11.3578,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,Construction + Manufacturing; full regional manufacturing assumed by Rutovitz 2015 method,2030,2024,11.3578,Linear interpolation between known datapoints
Hydro (large),2024,Manufacturing,Direct,job-yr/MW,3.647,3.647,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2024,3.647,Linear interpolation between known datapoints
Hydro (large),2024,O&M,Direct,job/MW,0.6252,0.6252,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,OPEX 2050/2030=0.994535519125683,2030,2024,0.6252,Linear interpolation between known datapoints
Hydro (large),2025,Construction,Direct,job-yr/MW,7.74533333333,7.74533333333,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2025,7.74533333333,Linear interpolation between known datapoints
Hydro (large),2025,Construction&Manufacturing,Direct,job-yr/MW,11.4086666667,11.4086666667,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,Construction + Manufacturing; full regional manufacturing assumed by Rutovitz 2015 method,2030,2025,11.4086666667,Linear interpolation between known datapoints
Hydro (large),2025,Manufacturing,Direct,job-yr/MW,3.66333333333,3.66333333333,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2025,3.66333333333,Linear interpolation between known datapoints
Hydro (large),2025,O&M,Direct,job/MW,0.628,0.628,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,OPEX 2050/2030=0.994535519125683,2030,2025,0.628,Linear interpolation between known datapoints
Hydro (large),2026,Construction,Direct,job-yr/MW,7.77986666667,7.77986666667,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2026,7.77986666667,Linear interpolation between known datapoints
Hydro (large),2026,Construction&Manufacturing,Direct,job-yr/MW,11.4595333333,11.4595333333,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,Construction + Manufacturing; full regional manufacturing assumed by Rutovitz 2015 method,2030,2026,11.4595333333,Linear interpolation between known datapoints
Hydro (large),2026,Manufacturing,Direct,job-yr/MW,3.67966666667,3.67966666667,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2026,3.67966666667,Linear interpolation between known datapoints
Hydro (large),2026,O&M,Direct,job/MW,0.6308,0.6308,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,OPEX 2050/2030=0.994535519125683,2030,2026,0.6308,Linear interpolation between known datapoints
Hydro (large),2027,Construction,Direct,job-yr/MW,7.8144,7.8144,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2027,7.8144,Linear interpolation between known datapoints
Hydro (large),2027,Construction&Manufacturing,Direct,job-yr/MW,11.5104,11.5104,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,Construction + Manufacturing; full regional manufacturing assumed by Rutovitz 2015 method,2030,2027,11.5104,Linear interpolation between known datapoints
Hydro (large),2027,Manufacturing,Direct,job-yr/MW,3.696,3.696,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,CAPEX 2050/2030=0.994910686684318,2030,2027,3.696,Linear interpolation between known datapoints
Hydro (large),2027,O&M,Direct,job/MW,0.6336,0.6336,Rutovitz 2015,Rutovitz 2015,,50.0,2024.0,5.0,2024.0,Colombian Technology Catalogue,5.d. Large Hydro reservoir,direct,,Linear interpolation,Hydro-large,,Large Hydro reservoir,,OPEX 2050/2030=0.994535519125683,2030,2027,0.6336,Linear interpolation between known datapoints
