REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,UPSSMRCCS,1.0,2032,0.0
RE1,UPSSMRCCS,1.0,2033,0.0
RE1,UPSSMRCCS,1.0,2034,0.0
RE1,UPSSMRCCS,1.0,2035,0.0
RE1,UPSSMRCCS,1.0,2036,0.0
RE1,UPSSMRCCS,1.0,2037,0.0
RE1,UPSSMRCCS,1.0,2038,0.0
RE1,UPSSMRCCS,1.0,2039,0.0
RE1,UPSSMRCCS,1.0,2040,0.0
RE1,UPSSMRCCS,1.0,2041,0.0
RE1,UPSSMRCCS,1.0,2042,0.0
RE1,UPSSMRCCS,1.0,2043,0.0
RE1,UPSSMRCCS,1.0,2044,0.0
RE1,UPSSMRCCS,1.0,2045,0.0
RE1,UPSSMRCCS,1.0,2046,0.0
RE1,UPSSMRCCS,1.0,2047,0.0
RE1,UPSSMRCCS,1.0,2048,0.0
RE1,UPSSMRCCS,1.0,2049,0.0
RE1,UPSSMRCCS,1.0,2050,0.0
RE1,UPSSMRCCS,1.0,2051,0.0
RE1,UPSSMRCCS,1.0,2052,0.0
RE1,UPSSMRCCS,1.0,2053,0.0
RE1,UPSSMRCCS,1.0,2054,0.0
RE1,UPSREG,1.0,2022,0.036
RE1,UPSREG,1.0,2023,0.036
RE1,UPSREG,1.0,2024,0.036
RE1,UPSREG,1.0,2025,0.036
RE1,UPSREG,1.0,2026,0.036
RE1,UPSREG,1.0,2027,0.036
RE1,UPSREG,1.0,2028,0.036
RE1,UPSREG,1.0,2029,0.036
RE1,UPSREG,1.0,2030,0.036
RE1,UPSREG,1.0,2031,0.036
RE1,UPSREG,1.0,2032,0.036
RE1,UPSREG,1.0,2033,0.036
RE1,UPSREG,1.0,2034,0.036
RE1,UPSREG,1.0,2035,0.036
RE1,UPSREG,1.0,2036,0.036
RE1,UPSREG,1.0,2037,0.036
RE1,UPSREG,1.0,2038,0.036
RE1,UPSREG,1.0,2039,0.036
RE1,UPSREG,1.0,2040,0.036
RE1,UPSREG,1.0,2041,0.036
RE1,UPSREG,1.0,2042,0.036
RE1,UPSREG,1.0,2043,0.036
RE1,UPSREG,1.0,2044,0.036
RE1,UPSREG,1.0,2045,0.036
RE1,UPSREG,1.0,2046,0.036
RE1,UPSREG,1.0,2047,0.036
RE1,UPSREG,1.0,2048,0.036
RE1,UPSREG,1.0,2049,0.036
RE1,UPSREG,1.0,2050,0.036
RE1,UPSREG,1.0,2051,0.036
RE1,UPSREG,1.0,2052,0.036
RE1,UPSREG,1.0,2053,0.036
RE1,UPSREG,1.0,2054,0.036
RE1,UPSBGB,1.0,2022,0.0
RE1,UPSBGB,1.0,2023,0.0
RE1,UPSBGB,1.0,2024,0.0
RE1,UPSBGB,1.0,2025,0.0
RE1,UPSBGB,1.0,2026,0.0
RE1,UPSBGB,1.0,2027,0.0
RE1,UPSBGB,1.0,2028,0.0
RE1,UPSBGB,1.0,2029,0.0
RE1,UPSBGB,1.0,2030,0.0
RE1,UPSBGB,1.0,2031,0.0
RE1,UPSBGB,1.0,2032,0.0
RE1,UPSBGB,1.0,2033,0.0
RE1,UPSBGB,1.0,2034,0.0
RE1,UPSBGB,1.0,2035,0.0
RE1,UPSBGB,1.0,2036,0.0
RE1,UPSBGB,1.0,2037,0.0
RE1,UPSBGB,1.0,2038,0.0
RE1,UPSBGB,1.0,2039,0.0
RE1,UPSBGB,1.0,2040,0.0
RE1,UPSBGB,1.0,2041,0.0
RE1,UPSBGB,1.0,2042,0.0
RE1,UPSBGB,1.0,2043,0.0
RE1,UPSBGB,1.0,2044,0.0
RE1,UPSBGB,1.0,2045,0.0
RE1,UPSBGB,1.0,2046,0.0
RE1,UPSBGB,1.0,2047,0.0
RE1,UPSBGB,1.0,2048,0.0
RE1,UPSBGB,1.0,2049,0.0
RE1,UPSBGB,1.0,2050,0.0
RE1,UPSBGB,1.0,2051,0.0
RE1,UPSBGB,1.0,2052,0.0
RE1,UPSBGB,1.0,2053,0.0
RE1,UPSBGB,1.0,2054,0.0
RE1,UPSBDB,1.0,2022,0.0
RE1,UPSBDB,1.0,2023,0.0
RE1,UPSBDB,1.0,2024,0.0
RE1,UPSBDB,1.0,2025,0.0
RE1,UPSBDB,1.0,2026,0.0
RE1,UPSBDB,1.0,2027,0.0
RE1,UPSBDB,1.0,2028,0.0
RE1,UPSBDB,1.0,2029,0.0
RE1,UPSBDB,1.0,2030,0.0
RE1,UPSBDB,1.0,2031,0.0
RE1,UPSBDB,1.0,2032,0.0
RE1,UPSBDB,1.0,2033,0.0
RE1,UPSBDB,1.0,2034,0.0
RE1,UPSBDB,1.0,2035,0.0
RE1,UPSBDB,1.0,2036,0.0
RE1,UPSBDB,1.0,2037,0.0
RE1,UPSBDB,1.0,2038,0.0
RE1,UPSBDB,1.0,2039,0.0
RE1,UPSBDB,1.0,2040,0.0
RE1,UPSBDB,1.0,2041,0.0
RE1,UPSBDB,1.0,2042,0.0
RE1,UPSBDB,1.0,2043,0.0
RE1,UPSBDB,1.0,2044,0.0
RE1,UPSBDB,1.0,2045,0.0
RE1,UPSBDB,1.0,2046,0.0
RE1,UPSBDB,1.0,2047,0.0
RE1,UPSBDB,1.0,2048,0.0
RE1,UPSBDB,1.0,2049,0.0
RE1,UPSBDB,1.0,2050,0.0
RE1,UPSBDB,1.0,2051,0.0
RE1,UPSBDB,1.0,2052,0.0
RE1,UPSBDB,1.0,2053,0.0
RE1,UPSBDB,1.0,2054,0.0
RE1,PWRSOLRTP,1.0,2022,0.0
RE1,PWRSOLRTP,1.0,2023,0.0
RE1,PWRSOLRTP,1.0,2024,0.0
RE1,PWRSOLRTP,1.0,2025,0.0
RE1,PWRSOLRTP,1.0,2026,0.0
RE1,PWRSOLRTP,1.0,2027,0.0
RE1,PWRSOLRTP,1.0,2028,0.0
RE1,PWRSOLRTP,1.0,2029,0.0
RE1,PWRSOLRTP,1.0,2030,0.0
RE1,PWRSOLRTP,1.0,2031,0.0
RE1,PWRSOLRTP,1.0,2032,0.0
RE1,PWRSOLRTP,1.0,2033,0.0
RE1,PWRSOLRTP,1.0,2034,0.0
RE1,PWRSOLRTP,1.0,2035,0.0
RE1,PWRSOLRTP,1.0,2036,0.0
RE1,PWRSOLRTP,1.0,2037,0.0
RE1,PWRSOLRTP,1.0,2038,0.0
RE1,PWRSOLRTP,1.0,2039,0.0
RE1,PWRSOLRTP,1.0,2040,0.0
RE1,PWRSOLRTP,1.0,2041,0.0
RE1,PWRSOLRTP,1.0,2042,0.0
RE1,PWRSOLRTP,1.0,2043,0.0
RE1,PWRSOLRTP,1.0,2044,0.0
RE1,PWRSOLRTP,1.0,2045,0.0
RE1,PWRSOLRTP,1.0,2046,0.0
RE1,PWRSOLRTP,1.0,2047,0.0
RE1,PWRSOLRTP,1.0,2048,0.0
RE1,PWRSOLRTP,1.0,2049,0.0
RE1,PWRSOLRTP,1.0,2050,0.0
RE1,PWRSOLRTP,1.0,2051,0.0
RE1,PWRSOLRTP,1.0,2052,0.0
RE1,PWRSOLRTP,1.0,2053,0.0
RE1,PWRSOLRTP,1.0,2054,0.0
RE1,PWRSOLRTP_ZNI,1.0,2022,0.0
RE1,PWRSOLRTP_ZNI,1.0,2023,0.0
RE1,PWRSOLRTP_ZNI,1.0,2024,0.0
RE1,PWRSOLRTP_ZNI,1.0,2025,0.0
RE1,PWRSOLRTP_ZNI,1.0,2026,0.0
RE1,PWRSOLRTP_ZNI,1.0,2027,0.0
RE1,PWRSOLRTP_ZNI,1.0,2028,0.0
RE1,PWRSOLRTP_ZNI,1.0,2029,0.0
RE1,PWRSOLRTP_ZNI,1.0,2030,0.0
RE1,PWRSOLRTP_ZNI,1.0,2031,0.0
RE1,PWRSOLRTP_ZNI,1.0,2032,0.0
RE1,PWRSOLRTP_ZNI,1.0,2033,0.0
RE1,PWRSOLRTP_ZNI,1.0,2034,0.0
RE1,PWRSOLRTP_ZNI,1.0,2035,0.0
RE1,PWRSOLRTP_ZNI,1.0,2036,0.0
RE1,PWRSOLRTP_ZNI,1.0,2037,0.0
RE1,PWRSOLRTP_ZNI,1.0,2038,0.0
RE1,PWRSOLRTP_ZNI,1.0,2039,0.0
RE1,PWRSOLRTP_ZNI,1.0,2040,0.0
RE1,PWRSOLRTP_ZNI,1.0,2041,0.0
RE1,PWRSOLRTP_ZNI,1.0,2042,0.0
RE1,PWRSOLRTP_ZNI,1.0,2043,0.0
RE1,PWRSOLRTP_ZNI,1.0,2044,0.0
RE1,PWRSOLRTP_ZNI,1.0,2045,0.0
RE1,PWRSOLRTP_ZNI,1.0,2046,0.0
RE1,PWRSOLRTP_ZNI,1.0,2047,0.0
RE1,PWRSOLRTP_ZNI,1.0,2048,0.0
RE1,PWRSOLRTP_ZNI,1.0,2049,0.0
RE1,PWRSOLRTP_ZNI,1.0,2050,0.0
RE1,PWRSOLRTP_ZNI,1.0,2051,0.0
RE1,PWRSOLRTP_ZNI,1.0,2052,0.0
RE1,PWRSOLRTP_ZNI,1.0,2053,0.0
RE1,PWRSOLRTP_ZNI,1.0,2054,0.0
RE1,PWRSTD,1.0,2022,0.0
RE1,PWRSTD,1.0,2023,0.0
RE1,PWRSTD,1.0,2024,0.0
RE1,PWRSTD,1.0,2025,0.0
RE1,PWRSTD,1.0,2026,0.0
RE1,PWRSTD,1.0,2027,0.0
RE1,PWRSTD,1.0,2028,0.0
RE1,PWRSTD,1.0,2029,0.0
RE1,PWRSTD,1.0,2030,0.0
RE1,PWRSTD,1.0,2031,0.0
RE1,PWRSTD,1.0,2032,0.0
RE1,PWRSTD,1.0,2033,0.0
RE1,PWRSTD,1.0,2034,0.0
RE1,PWRSTD,1.0,2035,0.0
RE1,PWRSTD,1.0,2036,0.0
RE1,PWRSTD,1.0,2037,0.0
RE1,PWRSTD,1.0,2038,0.0
RE1,PWRSTD,1.0,2039,0.0
RE1,PWRSTD,1.0,2040,0.0
RE1,PWRSTD,1.0,2041,0.0
RE1,PWRSTD,1.0,2042,0.0
RE1,PWRSTD,1.0,2043,0.0
RE1,PWRSTD,1.0,2044,0.0
RE1,PWRSTD,1.0,2045,0.0
RE1,PWRSTD,1.0,2046,0.0
RE1,PWRSTD,1.0,2047,0.0
RE1,PWRSTD,1.0,2048,0.0
RE1,PWRSTD,1.0,2049,0.0
RE1,PWRSTD,1.0,2050,0.0
RE1,PWRSTD,1.0,2051,0.0
RE1,PWRSTD,1.0,2052,0.0
RE1,PWRSTD,1.0,2053,0.0
RE1,PWRSTD,1.0,2054,0.0
RE1,PWRWAS,1.0,2022,0.0
RE1,PWRWAS,1.0,2023,0.0
RE1,PWRWAS,1.0,2024,0.0
RE1,PWRWAS,1.0,2025,0.0
RE1,PWRWAS,1.0,2026,0.0
RE1,PWRWAS,1.0,2027,0.0
RE1,PWRWAS,1.0,2028,0.0
RE1,PWRWAS,1.0,2029,0.0
RE1,PWRWAS,1.0,2030,0.0
RE1,PWRWAS,1.0,2031,0.0
RE1,PWRWAS,1.0,2032,0.0
RE1,PWRWAS,1.0,2033,0.0
RE1,PWRWAS,1.0,2034,0.0
RE1,PWRWAS,1.0,2035,0.0
RE1,PWRWAS,1.0,2036,0.0
RE1,PWRWAS,1.0,2037,0.0
RE1,PWRWAS,1.0,2038,0.0
RE1,PWRWAS,1.0,2039,0.0
RE1,PWRWAS,1.0,2040,0.0
RE1,PWRWAS,1.0,2041,0.0
RE1,PWRWAS,1.0,2042,0.0
RE1,PWRWAS,1.0,2043,0.0
RE1,PWRWAS,1.0,2044,0.0
RE1,PWRWAS,1.0,2045,0.0
RE1,PWRWAS,1.0,2046,0.0
RE1,PWRWAS,1.0,2047,0.0
RE1,PWRWAS,1.0,2048,0.0
RE1,PWRWAS,1.0,2049,0.0
RE1,PWRWAS,1.0,2050,0.0
RE1,PWRWAS,1.0,2051,0.0
RE1,PWRWAS,1.0,2052,0.0
RE1,PWRWAS,1.0,2053,0.0
RE1,PWRWAS,1.0,2054,0.0
RE1,GRDTYDELC,1.0,2022,0.0001
RE1,GRDTYDELC,1.0,2023,0.0001
RE1,GRDTYDELC,1.0,2024,0.0001
RE1,GRDTYDELC,1.0,2025,0.0001
RE1,GRDTYDELC,1.0,2026,0.0001
RE1,GRDTYDELC,1.0,2027,0.0001
RE1,GRDTYDELC,1.0,2028,0.0001
RE1,GRDTYDELC,1.0,2029,0.0001
RE1,GRDTYDELC,1.0,2030,0.0001
RE1,GRDTYDELC,1.0,2031,0.0001
RE1,GRDTYDELC,1.0,2032,0.0001
RE1,GRDTYDELC,1.0,2033,0.0001
RE1,GRDTYDELC,1.0,2034,0.0001
RE1,GRDTYDELC,1.0,2035,0.0001
RE1,GRDTYDELC,1.0,2036,0.0001
RE1,GRDTYDELC,1.0,2037,0.0001
RE1,GRDTYDELC,1.0,2038,0.0001
RE1,GRDTYDELC,1.0,2039,0.0001
RE1,GRDTYDELC,1.0,2040,0.0001
RE1,GRDTYDELC,1.0,2041,0.0001
RE1,GRDTYDELC,1.0,2042,0.0001
RE1,GRDTYDELC,1.0,2043,0.0001
RE1,GRDTYDELC,1.0,2044,0.0001
RE1,GRDTYDELC,1.0,2045,0.0001
RE1,GRDTYDELC,1.0,2046,0.0001
RE1,GRDTYDELC,1.0,2047,0.0001
RE1,GRDTYDELC,1.0,2048,0.0001
RE1,GRDTYDELC,1.0,2049,0.0001
RE1,GRDTYDELC,1.0,2050,0.0001
RE1,GRDTYDELC,1.0,2051,0.0001
RE1,GRDTYDELC,1.0,2052,0.0001
RE1,GRDTYDELC,1.0,2053,0.0001
RE1,GRDTYDELC,1.0,2054,0.0001
RE1,UPSEVC,1.0,2022,50.0
RE1,UPSEVC,1.0,2023,50.0
RE1,UPSEVC,1.0,2024,50.0
RE1,UPSEVC,1.0,2025,50.0
RE1,UPSEVC,1.0,2026,50.0
RE1,UPSEVC,1.0,2027,50.0
RE1,UPSEVC,1.0,2028,50.0
RE1,UPSEVC,1.0,2029,50.0
RE1,UPSEVC,1.0,2030,50.0
RE1,UPSEVC,1.0,2031,50.0
RE1,UPSEVC,1.0,2032,50.0
RE1,UPSEVC,1.0,2033,50.0
RE1,UPSEVC,1.0,2034,50.0
RE1,UPSEVC,1.0,2035,50.0
RE1,UPSEVC,1.0,2036,50.0
RE1,UPSEVC,1.0,2037,50.0
RE1,UPSEVC,1.0,2038,50.0
RE1,UPSEVC,1.0,2039,50.0
RE1,UPSEVC,1.0,2040,50.0
RE1,UPSEVC,1.0,2041,50.0
RE1,UPSEVC,1.0,2042,50.0
RE1,UPSEVC,1.0,2043,50.0
RE1,UPSEVC,1.0,2044,50.0
RE1,UPSEVC,1.0,2045,50.0
RE1,UPSEVC,1.0,2046,50.0
RE1,UPSEVC,1.0,2047,50.0
RE1,UPSEVC,1.0,2048,50.0
RE1,UPSEVC,1.0,2049,50.0
RE1,UPSEVC,1.0,2050,50.0
RE1,UPSEVC,1.0,2051,50.0
RE1,UPSEVC,1.0,2052,50.0
RE1,UPSEVC,1.0,2053,50.0
RE1,UPSEVC,1.0,2054,50.0
RE1,UPSHDGRST,1.0,2022,0.0001
RE1,UPSHDGRST,1.0,2023,0.0001
RE1,UPSHDGRST,1.0,2024,0.0001
RE1,UPSHDGRST,1.0,2025,0.0001
RE1,UPSHDGRST,1.0,2026,0.0001
RE1,UPSHDGRST,1.0,2027,0.0001
RE1,UPSHDGRST,1.0,2028,0.0001
RE1,UPSHDGRST,1.0,2029,0.0001
RE1,UPSHDGRST,1.0,2030,0.0001
RE1,UPSHDGRST,1.0,2031,0.0001
RE1,UPSHDGRST,1.0,2032,0.0001
RE1,UPSHDGRST,1.0,2033,0.0001
RE1,UPSHDGRST,1.0,2034,0.0001
RE1,UPSHDGRST,1.0,2035,0.0001
RE1,UPSHDGRST,1.0,2036,0.0001
RE1,UPSHDGRST,1.0,2037,0.0001
RE1,UPSHDGRST,1.0,2038,0.0001
RE1,UPSHDGRST,1.0,2039,0.0001
RE1,UPSHDGRST,1.0,2040,0.0001
RE1,UPSHDGRST,1.0,2041,0.0001
RE1,UPSHDGRST,1.0,2042,0.0001
RE1,UPSHDGRST,1.0,2043,0.0001
RE1,UPSHDGRST,1.0,2044,0.0001
RE1,UPSHDGRST,1.0,2045,0.0001
RE1,UPSHDGRST,1.0,2046,0.0001
RE1,UPSHDGRST,1.0,2047,0.0001
RE1,UPSHDGRST,1.0,2048,0.0001
RE1,UPSHDGRST,1.0,2049,0.0001
RE1,UPSHDGRST,1.0,2050,0.0001
RE1,UPSHDGRST,1.0,2051,0.0001
RE1,UPSHDGRST,1.0,2052,0.0001
RE1,UPSHDGRST,1.0,2053,0.0001
RE1,UPSHDGRST,1.0,2054,0.0001
RE1,GRDNGSTRN,1.0,2022,1.0
RE1,GRDNGSTRN,1.0,2023,1.0
RE1,GRDNGSTRN,1.0,2024,1.0
RE1,GRDNGSTRN,1.0,2025,1.0
RE1,GRDNGSTRN,1.0,2026,1.0
RE1,GRDNGSTRN,1.0,2027,1.0
RE1,GRDNGSTRN,1.0,2028,1.0
RE1,GRDNGSTRN,1.0,2029,1.0
RE1,GRDNGSTRN,1.0,2030,1.0
RE1,GRDNGSTRN,1.0,2031,1.0
RE1,GRDNGSTRN,1.0,2032,1.0
RE1,GRDNGSTRN,1.0,2033,1.0
RE1,GRDNGSTRN,1.0,2034,1.0
RE1,GRDNGSTRN,1.0,2035,1.0
RE1,GRDNGSTRN,1.0,2036,1.0
RE1,GRDNGSTRN,1.0,2037,1.0
RE1,GRDNGSTRN,1.0,2038,1.0
RE1,GRDNGSTRN,1.0,2039,1.0
RE1,GRDNGSTRN,1.0,2040,1.0
RE1,GRDNGSTRN,1.0,2041,1.0
RE1,GRDNGSTRN,1.0,2042,1.0
RE1,GRDNGSTRN,1.0,2043,1.0
RE1,GRDNGSTRN,1.0,2044,1.0
RE1,GRDNGSTRN,1.0,2045,1.0
RE1,GRDNGSTRN,1.0,2046,1.0
RE1,GRDNGSTRN,1.0,2047,1.0
RE1,GRDNGSTRN,1.0,2048,1.0
RE1,GRDNGSTRN,1.0,2049,1.0
RE1,GRDNGSTRN,1.0,2050,1.0
RE1,GRDNGSTRN,1.0,2051,1.0
RE1,GRDNGSTRN,1.0,2052,1.0
RE1,GRDNGSTRN,1.0,2053,1.0
RE1,GRDNGSTRN,1.0,2054,1.0
RE1,GRDLPGDST,1.0,2022,0.5
RE1,GRDLPGDST,1.0,2023,0.5
RE1,GRDLPGDST,1.0,2024,0.5
RE1,GRDLPGDST,1.0,2025,0.5
RE1,GRDLPGDST,1.0,2026,0.5
RE1,GRDLPGDST,1.0,2027,0.5
RE1,GRDLPGDST,1.0,2028,0.5
RE1,GRDLPGDST,1.0,2029,0.5
RE1,GRDLPGDST,1.0,2030,0.5
RE1,GRDLPGDST,1.0,2031,0.5
RE1,GRDLPGDST,1.0,2032,0.5
RE1,GRDLPGDST,1.0,2033,0.5
RE1,GRDLPGDST,1.0,2034,0.5
RE1,GRDLPGDST,1.0,2035,0.5
RE1,GRDLPGDST,1.0,2036,0.5
RE1,GRDLPGDST,1.0,2037,0.5
RE1,GRDLPGDST,1.0,2038,0.5
RE1,GRDLPGDST,1.0,2039,0.5
RE1,GRDLPGDST,1.0,2040,0.5
RE1,GRDLPGDST,1.0,2041,0.5
RE1,GRDLPGDST,1.0,2042,0.5
RE1,GRDLPGDST,1.0,2043,0.5
RE1,GRDLPGDST,1.0,2044,0.5
RE1,GRDLPGDST,1.0,2045,0.5
RE1,GRDLPGDST,1.0,2046,0.5
RE1,GRDLPGDST,1.0,2047,0.5
RE1,GRDLPGDST,1.0,2048,0.5
RE1,GRDLPGDST,1.0,2049,0.5
RE1,GRDLPGDST,1.0,2050,0.5
RE1,GRDLPGDST,1.0,2051,0.5
RE1,GRDLPGDST,1.0,2052,0.5
RE1,GRDLPGDST,1.0,2053,0.5
RE1,GRDLPGDST,1.0,2054,0.5
RE1,GRDCOADST,1.0,2022,0.0
RE1,GRDCOADST,1.0,2023,0.0
RE1,GRDCOADST,1.0,2024,0.0
RE1,GRDCOADST,1.0,2025,0.0
RE1,GRDCOADST,1.0,2026,0.0
RE1,GRDCOADST,1.0,2027,0.0
RE1,GRDCOADST,1.0,2028,0.0
RE1,GRDCOADST,1.0,2029,0.0
RE1,GRDCOADST,1.0,2030,0.0
RE1,GRDCOADST,1.0,2031,0.0
RE1,GRDCOADST,1.0,2032,0.0
RE1,GRDCOADST,1.0,2033,0.0
RE1,GRDCOADST,1.0,2034,0.0
RE1,GRDCOADST,1.0,2035,0.0
RE1,GRDCOADST,1.0,2036,0.0
RE1,GRDCOADST,1.0,2037,0.0
RE1,GRDCOADST,1.0,2038,0.0
RE1,GRDCOADST,1.0,2039,0.0
RE1,GRDCOADST,1.0,2040,0.0
RE1,GRDCOADST,1.0,2041,0.0
RE1,GRDCOADST,1.0,2042,0.0
RE1,GRDCOADST,1.0,2043,0.0
RE1,GRDCOADST,1.0,2044,0.0
RE1,GRDCOADST,1.0,2045,0.0
RE1,GRDCOADST,1.0,2046,0.0
RE1,GRDCOADST,1.0,2047,0.0
RE1,GRDCOADST,1.0,2048,0.0
RE1,GRDCOADST,1.0,2049,0.0
RE1,GRDCOADST,1.0,2050,0.0
RE1,GRDCOADST,1.0,2051,0.0
RE1,GRDCOADST,1.0,2052,0.0
RE1,GRDCOADST,1.0,2053,0.0
RE1,GRDCOADST,1.0,2054,0.0
RE1,BBGDST,1.0,2022,0.8
RE1,BBGDST,1.0,2023,0.8
RE1,BBGDST,1.0,2024,0.8
RE1,BBGDST,1.0,2025,0.8
RE1,BBGDST,1.0,2026,0.8
RE1,BBGDST,1.0,2027,0.8
RE1,BBGDST,1.0,2028,0.8
RE1,BBGDST,1.0,2029,0.8
RE1,BBGDST,1.0,2030,0.8
RE1,BBGDST,1.0,2031,0.8
RE1,BBGDST,1.0,2032,0.8
RE1,BBGDST,1.0,2033,0.8
RE1,BBGDST,1.0,2034,0.8
RE1,BBGDST,1.0,2035,0.8
RE1,BBGDST,1.0,2036,0.8
RE1,BBGDST,1.0,2037,0.8
RE1,BBGDST,1.0,2038,0.8
RE1,BBGDST,1.0,2039,0.8
RE1,BBGDST,1.0,2040,0.8
RE1,BBGDST,1.0,2041,0.8
RE1,BBGDST,1.0,2042,0.8
RE1,BBGDST,1.0,2043,0.8
RE1,BBGDST,1.0,2044,0.8
RE1,BBGDST,1.0,2045,0.8
RE1,BBGDST,1.0,2046,0.8
RE1,BBGDST,1.0,2047,0.8
RE1,BBGDST,1.0,2048,0.8
RE1,BBGDST,1.0,2049,0.8
RE1,BBGDST,1.0,2050,0.8
RE1,BBGDST,1.0,2051,0.8
RE1,BBGDST,1.0,2052,0.8
RE1,BBGDST,1.0,2053,0.8
RE1,BBGDST,1.0,2054,0.8
RE1,DEMRESWOOCKN_LOW,1.0,2022,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2023,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2024,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2025,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2026,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2027,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2028,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2029,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2030,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2031,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2032,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2033,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2034,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2035,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2036,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2037,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2038,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2039,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2040,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2041,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2042,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2043,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2044,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2045,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2046,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2047,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2048,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2049,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2050,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2051,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2052,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2053,0.0
RE1,DEMRESWOOCKN_LOW,1.0,2054,0.0
RE1,DEMRESNGSCKN_MID,1.0,2022,0.0
RE1,DEMRESNGSCKN_MID,1.0,2023,0.0
RE1,DEMRESNGSCKN_MID,1.0,2024,0.0
RE1,DEMRESNGSCKN_MID,1.0,2025,0.0
RE1,DEMRESNGSCKN_MID,1.0,2026,0.0
RE1,DEMRESNGSCKN_MID,1.0,2027,0.0
RE1,DEMRESNGSCKN_MID,1.0,2028,0.0
RE1,DEMRESNGSCKN_MID,1.0,2029,0.0
RE1,DEMRESNGSCKN_MID,1.0,2030,0.0
RE1,DEMRESNGSCKN_MID,1.0,2031,0.0
RE1,DEMRESNGSCKN_MID,1.0,2032,0.0
RE1,DEMRESNGSCKN_MID,1.0,2033,0.0
RE1,DEMRESNGSCKN_MID,1.0,2034,0.0
RE1,DEMRESNGSCKN_MID,1.0,2035,0.0
RE1,DEMRESNGSCKN_MID,1.0,2036,0.0
RE1,DEMRESNGSCKN_MID,1.0,2037,0.0
RE1,DEMRESNGSCKN_MID,1.0,2038,0.0
RE1,DEMRESNGSCKN_MID,1.0,2039,0.0
RE1,DEMRESNGSCKN_MID,1.0,2040,0.0
RE1,DEMRESNGSCKN_MID,1.0,2041,0.0
RE1,DEMRESNGSCKN_MID,1.0,2042,0.0
RE1,DEMRESNGSCKN_MID,1.0,2043,0.0
RE1,DEMRESNGSCKN_MID,1.0,2044,0.0
RE1,DEMRESNGSCKN_MID,1.0,2045,0.0
RE1,DEMRESNGSCKN_MID,1.0,2046,0.0
RE1,DEMRESNGSCKN_MID,1.0,2047,0.0
RE1,DEMRESNGSCKN_MID,1.0,2048,0.0
RE1,DEMRESNGSCKN_MID,1.0,2049,0.0
RE1,DEMRESNGSCKN_MID,1.0,2050,0.0
RE1,DEMRESNGSCKN_MID,1.0,2051,0.0
RE1,DEMRESNGSCKN_MID,1.0,2052,0.0
RE1,DEMRESNGSCKN_MID,1.0,2053,0.0
RE1,DEMRESNGSCKN_MID,1.0,2054,0.0
RE1,DEMRESELCCKN_LOW,1.0,2022,0.0
RE1,DEMRESELCCKN_LOW,1.0,2023,0.0
RE1,DEMRESELCCKN_LOW,1.0,2024,0.0
RE1,DEMRESELCCKN_LOW,1.0,2025,0.0
RE1,DEMRESELCCKN_LOW,1.0,2026,0.0
RE1,DEMRESELCCKN_LOW,1.0,2027,0.0
RE1,DEMRESELCCKN_LOW,1.0,2028,0.0
RE1,DEMRESELCCKN_LOW,1.0,2029,0.0
RE1,DEMRESELCCKN_LOW,1.0,2030,0.0
RE1,DEMRESELCCKN_LOW,1.0,2031,0.0
RE1,DEMRESELCCKN_LOW,1.0,2032,0.0
RE1,DEMRESELCCKN_LOW,1.0,2033,0.0
RE1,DEMRESELCCKN_LOW,1.0,2034,0.0
RE1,DEMRESELCCKN_LOW,1.0,2035,0.0
RE1,DEMRESELCCKN_LOW,1.0,2036,0.0
RE1,DEMRESELCCKN_LOW,1.0,2037,0.0
RE1,DEMRESELCCKN_LOW,1.0,2038,0.0
