REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RE1,UPSBMET,1.0,2046,0.0
RE1,UPSBMET,1.0,2047,0.0
RE1,UPSBMET,1.0,2048,0.0
RE1,UPSBMET,1.0,2049,0.0
RE1,UPSBMET,1.0,2050,0.0
RE1,UPSBMET,1.0,2051,0.0
RE1,UPSBMET,1.0,2052,0.0
RE1,UPSBMET,1.0,2053,0.0
RE1,UPSBMET,1.0,2054,0.0
RE1,UPSBMETL,1.0,2022,0.0
RE1,UPSBMETL,1.0,2023,0.0
RE1,UPSBMETL,1.0,2024,0.0
RE1,UPSBMETL,1.0,2025,0.0
RE1,UPSBMETL,1.0,2026,0.0
RE1,UPSBMETL,1.0,2027,0.0
RE1,UPSBMETL,1.0,2028,0.0
RE1,UPSBMETL,1.0,2029,0.0
RE1,UPSBMETL,1.0,2030,0.0
RE1,UPSBMETL,1.0,2031,0.0
RE1,UPSBMETL,1.0,2032,0.0
RE1,UPSBMETL,1.0,2033,0.0
RE1,UPSBMETL,1.0,2034,0.0
RE1,UPSBMETL,1.0,2035,0.0
RE1,UPSBMETL,1.0,2036,0.0
RE1,UPSBMETL,1.0,2037,0.0
RE1,UPSBMETL,1.0,2038,0.0
RE1,UPSBMETL,1.0,2039,0.0
RE1,UPSBMETL,1.0,2040,0.0
RE1,UPSBMETL,1.0,2041,0.0
RE1,UPSBMETL,1.0,2042,0.0
RE1,UPSBMETL,1.0,2043,0.0
RE1,UPSBMETL,1.0,2044,0.0
RE1,UPSBMETL,1.0,2045,0.0
RE1,UPSBMETL,1.0,2046,0.0
RE1,UPSBMETL,1.0,2047,0.0
RE1,UPSBMETL,1.0,2048,0.0
RE1,UPSBMETL,1.0,2049,0.0
RE1,UPSBMETL,1.0,2050,0.0
RE1,UPSBMETL,1.0,2051,0.0
RE1,UPSBMETL,1.0,2052,0.0
RE1,UPSBMETL,1.0,2053,0.0
RE1,UPSBMETL,1.0,2054,0.0
RE1,DEMTRADSLTCK_C2P,1.0,2022,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2023,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2024,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2025,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2026,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2027,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2028,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2029,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2030,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2031,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2032,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2033,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2034,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2035,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2036,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2037,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2038,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2039,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2040,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2041,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2042,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2043,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2044,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2045,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2046,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2047,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2048,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2049,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2050,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2051,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2052,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2053,0.0001
RE1,DEMTRADSLTCK_C2P,1.0,2054,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2022,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2023,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2024,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2025,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2026,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2027,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2028,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2029,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2030,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2031,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2032,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2033,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2034,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2035,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2036,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2037,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2038,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2039,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2040,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2041,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2042,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2043,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2044,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2045,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2046,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2047,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2048,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2049,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2050,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2051,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2052,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2053,0.0001
RE1,DEMTRAELCTCK_C2P,1.0,2054,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2022,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2023,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2024,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2025,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2026,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2027,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2028,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2029,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2030,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2031,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2032,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2033,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2034,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2035,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2036,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2037,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2038,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2039,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2040,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2041,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2042,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2043,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2044,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2045,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2046,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2047,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2048,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2049,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2050,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2051,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2052,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2053,0.0001
RE1,DEMTRANGSTCK_C2P,1.0,2054,0.0001
RE1,DEMAGFNGS,1.0,2022,0.046735206886145
RE1,DEMAGFNGS,1.0,2023,0.0481372630927294
RE1,DEMAGFNGS,1.0,2024,0.0495813809855113
RE1,DEMAGFNGS,1.0,2025,0.0510688224150766
RE1,DEMAGFNGS,1.0,2026,0.0526008870875289
RE1,DEMAGFNGS,1.0,2027,0.0541789137001548
RE1,DEMAGFNGS,1.0,2028,0.0558042811111594
RE1,DEMAGFNGS,1.0,2029,0.0574784095444942
RE1,DEMAGFNGS,1.0,2030,0.059202761830829
RE1,DEMAGFNGS,1.0,2031,0.0609788446857539
RE1,DEMAGFNGS,1.0,2032,0.0628082100263265
RE1,DEMAGFNGS,1.0,2033,0.0646924563271163
RE1,DEMAGFNGS,1.0,2034,0.0666332300169298
RE1,DEMAGFNGS,1.0,2035,0.0686322269174377
RE1,DEMAGFNGS,1.0,2036,0.0706911937249608
RE1,DEMAGFNGS,1.0,2037,0.0728119295367097
RE1,DEMAGFNGS,1.0,2038,0.074996287422811
RE1,DEMAGFNGS,1.0,2039,0.0772461760454953
RE1,DEMAGFNGS,1.0,2040,0.0795635613268602
RE1,DEMAGFNGS,1.0,2041,0.081950468166666
RE1,DEMAGFNGS,1.0,2042,0.0844089822116659
RE1,DEMAGFNGS,1.0,2043,0.0869412516780159
RE1,DEMAGFNGS,1.0,2044,0.0895494892283564
RE1,DEMAGFNGS,1.0,2045,0.0922359739052071
RE1,DEMAGFNGS,1.0,2046,0.0950030531223633
RE1,DEMAGFNGS,1.0,2047,0.0978531447160342
RE1,DEMAGFNGS,1.0,2048,0.1007887390575152
RE1,DEMAGFNGS,1.0,2049,0.1038124012292407
RE1,DEMAGFNGS,1.0,2050,0.1069267732661179
RE1,DEMAGFNGS,1.0,2051,0.1101345764641015
RE1,DEMAGFNGS,1.0,2052,0.1134386137580245
RE1,DEMAGFNGS,1.0,2053,0.1134386137580245
RE1,DEMAGFNGS,1.0,2054,0.1134386137580245
RE1,DEMAGFDSL,1.0,2022,0.046735206886145
RE1,DEMAGFDSL,1.0,2023,0.0481372630927294
RE1,DEMAGFDSL,1.0,2024,0.0495813809855113
RE1,DEMAGFDSL,1.0,2025,0.0510688224150766
RE1,DEMAGFDSL,1.0,2026,0.0526008870875289
RE1,DEMAGFDSL,1.0,2027,0.0541789137001548
RE1,DEMAGFDSL,1.0,2028,0.0558042811111594
RE1,DEMAGFDSL,1.0,2029,0.0574784095444942
RE1,DEMAGFDSL,1.0,2030,0.059202761830829
RE1,DEMAGFDSL,1.0,2031,0.0609788446857539
RE1,DEMAGFDSL,1.0,2032,0.0628082100263265
RE1,DEMAGFDSL,1.0,2033,0.0646924563271163
RE1,DEMAGFDSL,1.0,2034,0.0666332300169298
RE1,DEMAGFDSL,1.0,2035,0.0686322269174377
RE1,DEMAGFDSL,1.0,2036,0.0706911937249608
RE1,DEMAGFDSL,1.0,2037,0.0728119295367097
RE1,DEMAGFDSL,1.0,2038,0.074996287422811
RE1,DEMAGFDSL,1.0,2039,0.0772461760454953
RE1,DEMAGFDSL,1.0,2040,0.0795635613268602
RE1,DEMAGFDSL,1.0,2041,0.081950468166666
RE1,DEMAGFDSL,1.0,2042,0.0844089822116659
RE1,DEMAGFDSL,1.0,2043,0.0869412516780159
RE1,DEMAGFDSL,1.0,2044,0.0895494892283564
RE1,DEMAGFDSL,1.0,2045,0.0922359739052071
RE1,DEMAGFDSL,1.0,2046,0.0950030531223633
RE1,DEMAGFDSL,1.0,2047,0.0978531447160342
RE1,DEMAGFDSL,1.0,2048,0.1007887390575152
RE1,DEMAGFDSL,1.0,2049,0.1038124012292407
RE1,DEMAGFDSL,1.0,2050,0.1069267732661179
RE1,DEMAGFDSL,1.0,2051,0.1101345764641015
RE1,DEMAGFDSL,1.0,2052,0.1134386137580245
RE1,DEMAGFDSL,1.0,2053,0.1134386137580245
RE1,DEMAGFDSL,1.0,2054,0.1134386137580245
RE1,DEMAGFGSL,1.0,2022,0.046735206886145
RE1,DEMAGFGSL,1.0,2023,0.0481372630927294
RE1,DEMAGFGSL,1.0,2024,0.0495813809855113
RE1,DEMAGFGSL,1.0,2025,0.0510688224150766
RE1,DEMAGFGSL,1.0,2026,0.0526008870875289
RE1,DEMAGFGSL,1.0,2027,0.0541789137001548
RE1,DEMAGFGSL,1.0,2028,0.0558042811111594
RE1,DEMAGFGSL,1.0,2029,0.0574784095444942
RE1,DEMAGFGSL,1.0,2030,0.059202761830829
RE1,DEMAGFGSL,1.0,2031,0.0609788446857539
RE1,DEMAGFGSL,1.0,2032,0.0628082100263265
RE1,DEMAGFGSL,1.0,2033,0.0646924563271163
RE1,DEMAGFGSL,1.0,2034,0.0666332300169298
RE1,DEMAGFGSL,1.0,2035,0.0686322269174377
RE1,DEMAGFGSL,1.0,2036,0.0706911937249608
RE1,DEMAGFGSL,1.0,2037,0.0728119295367097
RE1,DEMAGFGSL,1.0,2038,0.074996287422811
RE1,DEMAGFGSL,1.0,2039,0.0772461760454953
RE1,DEMAGFGSL,1.0,2040,0.0795635613268602
RE1,DEMAGFGSL,1.0,2041,0.081950468166666
RE1,DEMAGFGSL,1.0,2042,0.0844089822116659
RE1,DEMAGFGSL,1.0,2043,0.0869412516780159
RE1,DEMAGFGSL,1.0,2044,0.0895494892283564
RE1,DEMAGFGSL,1.0,2045,0.0922359739052071
RE1,DEMAGFGSL,1.0,2046,0.0950030531223633
RE1,DEMAGFGSL,1.0,2047,0.0978531447160342
RE1,DEMAGFGSL,1.0,2048,0.1007887390575152
RE1,DEMAGFGSL,1.0,2049,0.1038124012292407
RE1,DEMAGFGSL,1.0,2050,0.1069267732661179
RE1,DEMAGFGSL,1.0,2051,0.1101345764641015
RE1,DEMAGFGSL,1.0,2052,0.1134386137580245
RE1,DEMAGFGSL,1.0,2053,0.1134386137580245
RE1,DEMAGFGSL,1.0,2054,0.1134386137580245
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2022,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2023,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2024,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2025,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2026,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2027,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2028,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2029,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2030,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2031,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2032,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2033,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2034,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2035,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2036,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2037,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2038,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2039,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2040,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2041,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2042,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2043,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2044,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2045,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2046,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2047,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2048,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2049,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2050,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2051,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2052,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2053,0.0
RE1,DEMRESWOOCKN_LOW_RUR,1.0,2054,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2022,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2023,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2024,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2025,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2026,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2027,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2028,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2029,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2030,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2031,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2032,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2033,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2034,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2035,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2036,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2037,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2038,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2039,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2040,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2041,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2042,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2043,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2044,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2045,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2046,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2047,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2048,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2049,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2050,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2051,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2052,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2053,0.0
RE1,DEMRESNGSCKN_MID_RUR,1.0,2054,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2022,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2023,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2024,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2025,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2026,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2027,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2028,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2029,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2030,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2031,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2032,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2033,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2034,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2035,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2036,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2037,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2038,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2039,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2040,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2041,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2042,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2043,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2044,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2045,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2046,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2047,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2048,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2049,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2050,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2051,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2052,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2053,0.0
RE1,DEMRESELCCKN_LOW_RUR,1.0,2054,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2022,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2023,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2024,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2025,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2026,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2027,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2028,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2029,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2030,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2031,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2032,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2033,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2034,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2035,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2036,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2037,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2038,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2039,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2040,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2041,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2042,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2043,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2044,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2045,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2046,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2047,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2048,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2049,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2050,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2051,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2052,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2053,0.0
RE1,DEMRESLPGCKN_LOW_RUR,1.0,2054,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2022,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2023,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2024,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2025,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2026,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2027,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2028,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2029,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2030,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2031,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2032,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2033,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2034,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2035,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2036,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2037,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2038,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2039,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2040,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2041,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2042,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2043,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2044,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2045,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2046,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2047,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2048,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2049,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2050,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2051,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2052,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2053,0.0
RE1,DEMRESNGSWHT_LOW_RUR,1.0,2054,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2022,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2023,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2024,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2025,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2026,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2027,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2028,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2029,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2030,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2031,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2032,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2033,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2034,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2035,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2036,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2037,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2038,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2039,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2040,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2041,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2042,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2043,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2044,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2045,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2046,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2047,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2048,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2049,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2050,0.0
RE1,DEMRESELCWHT_PAS_HIG_RUR,1.0,2051,0.0
