REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
RE1,GRDNGSDST,EMIC02,1.0,2022,0.0
RE1,GRDNGSDST,EMIC02,1.0,2023,0.0
RE1,GRDNGSDST,EMIC02,1.0,2024,0.0
RE1,GRDNGSDST,EMIC02,1.0,2025,0.0
RE1,GRDNGSDST,EMIC02,1.0,2026,0.0
RE1,GRDNGSDST,EMIC02,1.0,2027,0.0
RE1,GRDNGSDST,EMIC02,1.0,2028,0.0
RE1,GRDNGSDST,EMIC02,1.0,2029,0.0
RE1,GRDNGSDST,EMIC02,1.0,2030,0.0
RE1,GRDNGSDST,EMIC02,1.0,2031,0.0
RE1,GRDNGSDST,EMIC02,1.0,2032,0.0
RE1,GRDNGSDST,EMIC02,1.0,2033,0.0
RE1,GRDNGSDST,EMIC02,1.0,2034,0.0
RE1,GRDNGSDST,EMIC02,1.0,2035,0.0
RE1,GRDNGSDST,EMIC02,1.0,2036,0.0
RE1,GRDNGSDST,EMIC02,1.0,2037,0.0
RE1,GRDNGSDST,EMIC02,1.0,2038,0.0
RE1,GRDNGSDST,EMIC02,1.0,2039,0.0
RE1,GRDNGSDST,EMIC02,1.0,2040,0.0
RE1,GRDNGSDST,EMIC02,1.0,2041,0.0
RE1,GRDNGSDST,EMIC02,1.0,2042,0.0
RE1,GRDNGSDST,EMIC02,1.0,2043,0.0
RE1,GRDNGSDST,EMIC02,1.0,2044,0.0
RE1,GRDNGSDST,EMIC02,1.0,2045,0.0
RE1,GRDNGSDST,EMIC02,1.0,2046,0.0
RE1,GRDNGSDST,EMIC02,1.0,2047,0.0
RE1,GRDNGSDST,EMIC02,1.0,2048,0.0
RE1,GRDNGSDST,EMIC02,1.0,2049,0.0
RE1,GRDNGSDST,EMIC02,1.0,2050,0.0
RE1,GRDNGSDST,EMIC02,1.0,2051,0.0
RE1,GRDNGSDST,EMIC02,1.0,2052,0.0
RE1,GRDNGSDST,EMIC02,1.0,2053,0.0
RE1,GRDNGSDST,EMIC02,1.0,2054,0.0
RE1,GRDLPGDST,EMICH4,1.0,2022,0.0
RE1,GRDLPGDST,EMICH4,1.0,2023,0.0
RE1,GRDLPGDST,EMICH4,1.0,2024,0.0
RE1,GRDLPGDST,EMICH4,1.0,2025,0.0
RE1,GRDLPGDST,EMICH4,1.0,2026,0.0
RE1,GRDLPGDST,EMICH4,1.0,2027,0.0
RE1,GRDLPGDST,EMICH4,1.0,2028,0.0
RE1,GRDLPGDST,EMICH4,1.0,2029,0.0
RE1,GRDLPGDST,EMICH4,1.0,2030,0.0
RE1,GRDLPGDST,EMICH4,1.0,2031,0.0
RE1,GRDLPGDST,EMICH4,1.0,2032,0.0
RE1,GRDLPGDST,EMICH4,1.0,2033,0.0
RE1,GRDLPGDST,EMICH4,1.0,2034,0.0
RE1,GRDLPGDST,EMICH4,1.0,2035,0.0
RE1,GRDLPGDST,EMICH4,1.0,2036,0.0
RE1,GRDLPGDST,EMICH4,1.0,2037,0.0
RE1,GRDLPGDST,EMICH4,1.0,2038,0.0
RE1,GRDLPGDST,EMICH4,1.0,2039,0.0
RE1,GRDLPGDST,EMICH4,1.0,2040,0.0
RE1,GRDLPGDST,EMICH4,1.0,2041,0.0
RE1,GRDLPGDST,EMICH4,1.0,2042,0.0
RE1,GRDLPGDST,EMICH4,1.0,2043,0.0
RE1,GRDLPGDST,EMICH4,1.0,2044,0.0
RE1,GRDLPGDST,EMICH4,1.0,2045,0.0
RE1,GRDLPGDST,EMICH4,1.0,2046,0.0
RE1,GRDLPGDST,EMICH4,1.0,2047,0.0
RE1,GRDLPGDST,EMICH4,1.0,2048,0.0
RE1,GRDLPGDST,EMICH4,1.0,2049,0.0
RE1,GRDLPGDST,EMICH4,1.0,2050,0.0
RE1,GRDLPGDST,EMICH4,1.0,2051,0.0
RE1,GRDLPGDST,EMICH4,1.0,2052,0.0
RE1,GRDLPGDST,EMICH4,1.0,2053,0.0
RE1,GRDLPGDST,EMICH4,1.0,2054,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2022,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2023,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2024,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2025,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2026,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2027,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2028,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2029,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2030,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2031,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2032,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2033,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2034,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2035,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2036,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2037,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2038,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2039,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2040,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2041,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2042,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2043,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2044,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2045,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2046,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2047,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2048,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2049,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2050,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2051,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2052,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2053,0.0
RE1,GRDLPGDST,EMIN2O,1.0,2054,0.0
RE1,GRDLPGDST,EMIC02,1.0,2022,0.0
RE1,GRDLPGDST,EMIC02,1.0,2023,0.0
RE1,GRDLPGDST,EMIC02,1.0,2024,0.0
RE1,GRDLPGDST,EMIC02,1.0,2025,0.0
RE1,GRDLPGDST,EMIC02,1.0,2026,0.0
RE1,GRDLPGDST,EMIC02,1.0,2027,0.0
RE1,GRDLPGDST,EMIC02,1.0,2028,0.0
RE1,GRDLPGDST,EMIC02,1.0,2029,0.0
RE1,GRDLPGDST,EMIC02,1.0,2030,0.0
RE1,GRDLPGDST,EMIC02,1.0,2031,0.0
RE1,GRDLPGDST,EMIC02,1.0,2032,0.0
RE1,GRDLPGDST,EMIC02,1.0,2033,0.0
RE1,GRDLPGDST,EMIC02,1.0,2034,0.0
RE1,GRDLPGDST,EMIC02,1.0,2035,0.0
RE1,GRDLPGDST,EMIC02,1.0,2036,0.0
RE1,GRDLPGDST,EMIC02,1.0,2037,0.0
RE1,GRDLPGDST,EMIC02,1.0,2038,0.0
RE1,GRDLPGDST,EMIC02,1.0,2039,0.0
RE1,GRDLPGDST,EMIC02,1.0,2040,0.0
RE1,GRDLPGDST,EMIC02,1.0,2041,0.0
RE1,GRDLPGDST,EMIC02,1.0,2042,0.0
RE1,GRDLPGDST,EMIC02,1.0,2043,0.0
RE1,GRDLPGDST,EMIC02,1.0,2044,0.0
RE1,GRDLPGDST,EMIC02,1.0,2045,0.0
RE1,GRDLPGDST,EMIC02,1.0,2046,0.0
RE1,GRDLPGDST,EMIC02,1.0,2047,0.0
RE1,GRDLPGDST,EMIC02,1.0,2048,0.0
RE1,GRDLPGDST,EMIC02,1.0,2049,0.0
RE1,GRDLPGDST,EMIC02,1.0,2050,0.0
RE1,GRDLPGDST,EMIC02,1.0,2051,0.0
RE1,GRDLPGDST,EMIC02,1.0,2052,0.0
RE1,GRDLPGDST,EMIC02,1.0,2053,0.0
RE1,GRDLPGDST,EMIC02,1.0,2054,0.0
RE1,GRDCOADST,EMICH4,1.0,2022,0.0
RE1,GRDCOADST,EMICH4,1.0,2023,0.0
RE1,GRDCOADST,EMICH4,1.0,2024,0.0
RE1,GRDCOADST,EMICH4,1.0,2025,0.0
RE1,GRDCOADST,EMICH4,1.0,2026,0.0
RE1,GRDCOADST,EMICH4,1.0,2027,0.0
RE1,GRDCOADST,EMICH4,1.0,2028,0.0
RE1,GRDCOADST,EMICH4,1.0,2029,0.0
RE1,GRDCOADST,EMICH4,1.0,2030,0.0
RE1,GRDCOADST,EMICH4,1.0,2031,0.0
RE1,GRDCOADST,EMICH4,1.0,2032,0.0
RE1,GRDCOADST,EMICH4,1.0,2033,0.0
RE1,GRDCOADST,EMICH4,1.0,2034,0.0
RE1,GRDCOADST,EMICH4,1.0,2035,0.0
RE1,GRDCOADST,EMICH4,1.0,2036,0.0
RE1,GRDCOADST,EMICH4,1.0,2037,0.0
RE1,GRDCOADST,EMICH4,1.0,2038,0.0
RE1,GRDCOADST,EMICH4,1.0,2039,0.0
RE1,GRDCOADST,EMICH4,1.0,2040,0.0
RE1,GRDCOADST,EMICH4,1.0,2041,0.0
RE1,GRDCOADST,EMICH4,1.0,2042,0.0
RE1,GRDCOADST,EMICH4,1.0,2043,0.0
RE1,GRDCOADST,EMICH4,1.0,2044,0.0
RE1,GRDCOADST,EMICH4,1.0,2045,0.0
RE1,GRDCOADST,EMICH4,1.0,2046,0.0
RE1,GRDCOADST,EMICH4,1.0,2047,0.0
RE1,GRDCOADST,EMICH4,1.0,2048,0.0
RE1,GRDCOADST,EMICH4,1.0,2049,0.0
RE1,GRDCOADST,EMICH4,1.0,2050,0.0
RE1,GRDCOADST,EMICH4,1.0,2051,0.0
RE1,GRDCOADST,EMICH4,1.0,2052,0.0
RE1,GRDCOADST,EMICH4,1.0,2053,0.0
RE1,GRDCOADST,EMICH4,1.0,2054,0.0
RE1,GRDCOADST,EMIN2O,1.0,2022,0.0
RE1,GRDCOADST,EMIN2O,1.0,2023,0.0
RE1,GRDCOADST,EMIN2O,1.0,2024,0.0
RE1,GRDCOADST,EMIN2O,1.0,2025,0.0
RE1,GRDCOADST,EMIN2O,1.0,2026,0.0
RE1,GRDCOADST,EMIN2O,1.0,2027,0.0
RE1,GRDCOADST,EMIN2O,1.0,2028,0.0
RE1,GRDCOADST,EMIN2O,1.0,2029,0.0
RE1,GRDCOADST,EMIN2O,1.0,2030,0.0
RE1,GRDCOADST,EMIN2O,1.0,2031,0.0
RE1,GRDCOADST,EMIN2O,1.0,2032,0.0
RE1,GRDCOADST,EMIN2O,1.0,2033,0.0
RE1,GRDCOADST,EMIN2O,1.0,2034,0.0
RE1,GRDCOADST,EMIN2O,1.0,2035,0.0
RE1,GRDCOADST,EMIN2O,1.0,2036,0.0
RE1,GRDCOADST,EMIN2O,1.0,2037,0.0
RE1,GRDCOADST,EMIN2O,1.0,2038,0.0
RE1,GRDCOADST,EMIN2O,1.0,2039,0.0
RE1,GRDCOADST,EMIN2O,1.0,2040,0.0
RE1,GRDCOADST,EMIN2O,1.0,2041,0.0
RE1,GRDCOADST,EMIN2O,1.0,2042,0.0
RE1,GRDCOADST,EMIN2O,1.0,2043,0.0
RE1,GRDCOADST,EMIN2O,1.0,2044,0.0
RE1,GRDCOADST,EMIN2O,1.0,2045,0.0
RE1,GRDCOADST,EMIN2O,1.0,2046,0.0
RE1,GRDCOADST,EMIN2O,1.0,2047,0.0
RE1,GRDCOADST,EMIN2O,1.0,2048,0.0
RE1,GRDCOADST,EMIN2O,1.0,2049,0.0
RE1,GRDCOADST,EMIN2O,1.0,2050,0.0
RE1,GRDCOADST,EMIN2O,1.0,2051,0.0
RE1,GRDCOADST,EMIN2O,1.0,2052,0.0
RE1,GRDCOADST,EMIN2O,1.0,2053,0.0
RE1,GRDCOADST,EMIN2O,1.0,2054,0.0
RE1,GRDCOADST,EMIC02,1.0,2022,0.0
RE1,GRDCOADST,EMIC02,1.0,2023,0.0
RE1,GRDCOADST,EMIC02,1.0,2024,0.0
RE1,GRDCOADST,EMIC02,1.0,2025,0.0
RE1,GRDCOADST,EMIC02,1.0,2026,0.0
RE1,GRDCOADST,EMIC02,1.0,2027,0.0
RE1,GRDCOADST,EMIC02,1.0,2028,0.0
RE1,GRDCOADST,EMIC02,1.0,2029,0.0
RE1,GRDCOADST,EMIC02,1.0,2030,0.0
RE1,GRDCOADST,EMIC02,1.0,2031,0.0
RE1,GRDCOADST,EMIC02,1.0,2032,0.0
RE1,GRDCOADST,EMIC02,1.0,2033,0.0
RE1,GRDCOADST,EMIC02,1.0,2034,0.0
RE1,GRDCOADST,EMIC02,1.0,2035,0.0
RE1,GRDCOADST,EMIC02,1.0,2036,0.0
RE1,GRDCOADST,EMIC02,1.0,2037,0.0
RE1,GRDCOADST,EMIC02,1.0,2038,0.0
RE1,GRDCOADST,EMIC02,1.0,2039,0.0
RE1,GRDCOADST,EMIC02,1.0,2040,0.0
RE1,GRDCOADST,EMIC02,1.0,2041,0.0
RE1,GRDCOADST,EMIC02,1.0,2042,0.0
RE1,GRDCOADST,EMIC02,1.0,2043,0.0
RE1,GRDCOADST,EMIC02,1.0,2044,0.0
RE1,GRDCOADST,EMIC02,1.0,2045,0.0
RE1,GRDCOADST,EMIC02,1.0,2046,0.0
RE1,GRDCOADST,EMIC02,1.0,2047,0.0
RE1,GRDCOADST,EMIC02,1.0,2048,0.0
RE1,GRDCOADST,EMIC02,1.0,2049,0.0
RE1,GRDCOADST,EMIC02,1.0,2050,0.0
RE1,GRDCOADST,EMIC02,1.0,2051,0.0
RE1,GRDCOADST,EMIC02,1.0,2052,0.0
RE1,GRDCOADST,EMIC02,1.0,2053,0.0
RE1,GRDCOADST,EMIC02,1.0,2054,0.0
RE1,BBGDST,EMICH4,1.0,2022,0.0
RE1,BBGDST,EMICH4,1.0,2023,0.0
RE1,BBGDST,EMICH4,1.0,2024,0.0
RE1,BBGDST,EMICH4,1.0,2025,0.0
RE1,BBGDST,EMICH4,1.0,2026,0.0
RE1,BBGDST,EMICH4,1.0,2027,0.0
RE1,BBGDST,EMICH4,1.0,2028,0.0
RE1,BBGDST,EMICH4,1.0,2029,0.0
RE1,BBGDST,EMICH4,1.0,2030,0.0
RE1,BBGDST,EMICH4,1.0,2031,0.0
RE1,BBGDST,EMICH4,1.0,2032,0.0
RE1,BBGDST,EMICH4,1.0,2033,0.0
RE1,BBGDST,EMICH4,1.0,2034,0.0
RE1,BBGDST,EMICH4,1.0,2035,0.0
RE1,BBGDST,EMICH4,1.0,2036,0.0
RE1,BBGDST,EMICH4,1.0,2037,0.0
RE1,BBGDST,EMICH4,1.0,2038,0.0
RE1,BBGDST,EMICH4,1.0,2039,0.0
RE1,BBGDST,EMICH4,1.0,2040,0.0
RE1,BBGDST,EMICH4,1.0,2041,0.0
RE1,BBGDST,EMICH4,1.0,2042,0.0
RE1,BBGDST,EMICH4,1.0,2043,0.0
RE1,BBGDST,EMICH4,1.0,2044,0.0
RE1,BBGDST,EMICH4,1.0,2045,0.0
RE1,BBGDST,EMICH4,1.0,2046,0.0
RE1,BBGDST,EMICH4,1.0,2047,0.0
RE1,BBGDST,EMICH4,1.0,2048,0.0
RE1,BBGDST,EMICH4,1.0,2049,0.0
RE1,BBGDST,EMICH4,1.0,2050,0.0
RE1,BBGDST,EMICH4,1.0,2051,0.0
RE1,BBGDST,EMICH4,1.0,2052,0.0
RE1,BBGDST,EMICH4,1.0,2053,0.0
RE1,BBGDST,EMICH4,1.0,2054,0.0
RE1,BBGDST,EMIN2O,1.0,2022,0.0
RE1,BBGDST,EMIN2O,1.0,2023,0.0
RE1,BBGDST,EMIN2O,1.0,2024,0.0
RE1,BBGDST,EMIN2O,1.0,2025,0.0
RE1,BBGDST,EMIN2O,1.0,2026,0.0
RE1,BBGDST,EMIN2O,1.0,2027,0.0
RE1,BBGDST,EMIN2O,1.0,2028,0.0
RE1,BBGDST,EMIN2O,1.0,2029,0.0
RE1,BBGDST,EMIN2O,1.0,2030,0.0
RE1,BBGDST,EMIN2O,1.0,2031,0.0
RE1,BBGDST,EMIN2O,1.0,2032,0.0
RE1,BBGDST,EMIN2O,1.0,2033,0.0
RE1,BBGDST,EMIN2O,1.0,2034,0.0
RE1,BBGDST,EMIN2O,1.0,2035,0.0
RE1,BBGDST,EMIN2O,1.0,2036,0.0
RE1,BBGDST,EMIN2O,1.0,2037,0.0
RE1,BBGDST,EMIN2O,1.0,2038,0.0
RE1,BBGDST,EMIN2O,1.0,2039,0.0
RE1,BBGDST,EMIN2O,1.0,2040,0.0
RE1,BBGDST,EMIN2O,1.0,2041,0.0
RE1,BBGDST,EMIN2O,1.0,2042,0.0
RE1,BBGDST,EMIN2O,1.0,2043,0.0
RE1,BBGDST,EMIN2O,1.0,2044,0.0
RE1,BBGDST,EMIN2O,1.0,2045,0.0
RE1,BBGDST,EMIN2O,1.0,2046,0.0
RE1,BBGDST,EMIN2O,1.0,2047,0.0
RE1,BBGDST,EMIN2O,1.0,2048,0.0
RE1,BBGDST,EMIN2O,1.0,2049,0.0
RE1,BBGDST,EMIN2O,1.0,2050,0.0
RE1,BBGDST,EMIN2O,1.0,2051,0.0
RE1,BBGDST,EMIN2O,1.0,2052,0.0
RE1,BBGDST,EMIN2O,1.0,2053,0.0
RE1,BBGDST,EMIN2O,1.0,2054,0.0
RE1,BBGDST,EMIC02,1.0,2022,0.0
RE1,BBGDST,EMIC02,1.0,2023,0.0
RE1,BBGDST,EMIC02,1.0,2024,0.0
RE1,BBGDST,EMIC02,1.0,2025,0.0
RE1,BBGDST,EMIC02,1.0,2026,0.0
RE1,BBGDST,EMIC02,1.0,2027,0.0
RE1,BBGDST,EMIC02,1.0,2028,0.0
RE1,BBGDST,EMIC02,1.0,2029,0.0
RE1,BBGDST,EMIC02,1.0,2030,0.0
RE1,BBGDST,EMIC02,1.0,2031,0.0
RE1,BBGDST,EMIC02,1.0,2032,0.0
RE1,BBGDST,EMIC02,1.0,2033,0.0
RE1,BBGDST,EMIC02,1.0,2034,0.0
RE1,BBGDST,EMIC02,1.0,2035,0.0
RE1,BBGDST,EMIC02,1.0,2036,0.0
RE1,BBGDST,EMIC02,1.0,2037,0.0
RE1,BBGDST,EMIC02,1.0,2038,0.0
RE1,BBGDST,EMIC02,1.0,2039,0.0
RE1,BBGDST,EMIC02,1.0,2040,0.0
RE1,BBGDST,EMIC02,1.0,2041,0.0
RE1,BBGDST,EMIC02,1.0,2042,0.0
RE1,BBGDST,EMIC02,1.0,2043,0.0
RE1,BBGDST,EMIC02,1.0,2044,0.0
RE1,BBGDST,EMIC02,1.0,2045,0.0
RE1,BBGDST,EMIC02,1.0,2046,0.0
RE1,BBGDST,EMIC02,1.0,2047,0.0
RE1,BBGDST,EMIC02,1.0,2048,0.0
RE1,BBGDST,EMIC02,1.0,2049,0.0
RE1,BBGDST,EMIC02,1.0,2050,0.0
RE1,BBGDST,EMIC02,1.0,2051,0.0
RE1,BBGDST,EMIC02,1.0,2052,0.0
RE1,BBGDST,EMIC02,1.0,2053,0.0
RE1,BBGDST,EMIC02,1.0,2054,0.0
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2022,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2023,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2024,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2025,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2026,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2027,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2028,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2029,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2030,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2031,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2032,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2033,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2034,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2035,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2036,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2037,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2038,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2039,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2040,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2041,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2042,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2043,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2044,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2045,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2046,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2047,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2048,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2049,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2050,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2051,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2052,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2053,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMICH4,1.0,2054,0.05999999999999999
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2022,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2023,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2024,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2025,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2026,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2027,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2028,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2029,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2030,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2031,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2032,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2033,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2034,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2035,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2036,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2037,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2038,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2039,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2040,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2041,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2042,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2043,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2044,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2045,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2046,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2047,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2048,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2049,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2050,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2051,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2052,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2053,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIN2O,1.0,2054,0.007571428571428571
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2022,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2023,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2024,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2025,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2026,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2027,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2028,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2029,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2030,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2031,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2032,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2033,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2034,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2035,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2036,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2037,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2038,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2039,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2040,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2041,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2042,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2043,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2044,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2045,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2046,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2047,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2048,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2049,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2050,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2051,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2052,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2053,0.0
RE1,DEMRESWOOCKN_LOW,EMIC02,1.0,2054,0.0
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2022,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2023,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2024,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2025,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2026,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2027,0.0002545454545454545
RE1,DEMRESNGSCKN_MID,EMICH4,1.0,2028,0.0002545454545454545
